asset_id,symbol,asset_class,sector,industry,country,market_cap,source,status
stock:APT,APT,stock,Industrials,Building Products & Equipment,Canada,50369472.0,yfinance,complete
stock:APTV,APTV,stock,Consumer Cyclical,Auto Parts,Switzerland,11967140864.0,yfinance,complete
stock:APUR,APUR,stock,Financial Services,Shell Companies,United States,146599344.0,yfinance,complete
stock:APUS,APUS,stock,Healthcare,Drug Manufacturers - Specialty & Generic,United States,8526511.0,yfinance,complete
stock:APXT,APXT,stock,Financial Services,Shell Companies,United States,465533440.0,yfinance,complete
stock:APYX,APYX,stock,Healthcare,Medical Devices,United States,165072576.0,yfinance,complete
stock:AQB,AQB,stock,Consumer Defensive,Farm Products,United States,4683956.0,yfinance,complete
stock:AQMS,AQMS,stock,Industrials,Waste Management,United States,9633833.0,yfinance,complete
stock:AQNB,AQNB,stock,,,,,yfinance,unavailable
stock:ARAY,ARAY,stock,Healthcare,Medical Devices,United States,28360944.0,yfinance,complete
stock:ARBB,ARBB,stock,Technology,Information Technology Services,Singapore,7361117.0,yfinance,complete
stock:ARBE,ARBE,stock,Technology,Scientific & Technical Instruments,Israel,83119728.0,yfinance,complete
stock:ARCB,ARCB,stock,Industrials,Trucking,United States,3435301376.0,yfinance,complete
stock:ARCC,ARCC,stock,Financial Services,Asset Management,United States,13484469248.0,yfinance,complete
stock:ARCL,ARCL,stock,Financial Services,Shell Companies,United States,177536688.0,yfinance,complete
stock:ARCO,ARCO,stock,Consumer Cyclical,Restaurants,Uruguay,1731650432.0,yfinance,complete
stock:ARCT,ARCT,stock,Healthcare,Biotechnology,United States,157179568.0,yfinance,complete
stock:ARDX,ARDX,stock,Healthcare,Biotechnology,United States,1242557952.0,yfinance,complete
stock:ARE,ARE,stock,Real Estate,REIT - Office,United States,8877286400.0,yfinance,complete
stock:AREC,AREC,stock,Basic Materials,Coking Coal,United States,186130016.0,yfinance,complete
stock:ARES,ARES,stock,Financial Services,Asset Management,United States,41728897024.0,yfinance,complete
stock:ARIS,ARIS,stock,Basic Materials,Gold,Canada,3025824000.0,yfinance,complete
stock:ARKO,ARKO,stock,Consumer Cyclical,Specialty Retail,United States,889632768.0,yfinance,complete
stock:ARLO,ARLO,stock,Industrials,Building Products & Equipment,United States,1397808256.0,yfinance,complete
stock:ARMK,ARMK,stock,Industrials,Specialty Business Services,United States,15035684864.0,yfinance,complete
stock:AROW,AROW,stock,Financial Services,Banks - Regional,United States,652069824.0,yfinance,complete
stock:ARQ,ARQ,stock,Industrials,Pollution & Treatment Controls,United States,86925672.0,yfinance,complete
stock:ARQT,ARQT,stock,Healthcare,Biotechnology,United States,3421030400.0,yfinance,complete
stock:ARR,ARR,stock,Real Estate,REIT - Mortgage,United States,2018230272.0,yfinance,complete
stock:ARTC,ARTC,stock,,,United States,,yfinance,partial
stock:ARTL,ARTL,stock,Healthcare,Biotechnology,United States,3555250.0,yfinance,complete
stock:ARTV,ARTV,stock,Healthcare,Biotechnology,United States,487339648.0,yfinance,complete
stock:ARTW,ARTW,stock,Industrials,Farm & Heavy Construction Machinery,United States,11391036.0,yfinance,complete
stock:ARWR,ARWR,stock,Healthcare,Biotechnology,United States,12057361408.0,yfinance,complete
stock:ARXS,ARXS,stock,Industrials,Aerospace & Defense,United States,17398192128.0,yfinance,complete
stock:ASA,ASA,stock,Financial Services,Asset Management,United States,948228160.0,yfinance,complete
stock:ASAN,ASAN,stock,Technology,Software - Application,United States,1581297408.0,yfinance,complete
stock:ASBP,ASBP,stock,Healthcare,Biotechnology,United States,9403399.0,yfinance,complete
stock:ASC,ASC,stock,Industrials,Marine Shipping,Bermuda,677731456.0,yfinance,complete
stock:ASH,ASH,stock,Basic Materials,Specialty Chemicals,United States,3040308480.0,yfinance,complete
stock:ASIX,ASIX,stock,Basic Materials,Chemicals,United States,567487680.0,yfinance,complete
stock:ASM,ASM,stock,Basic Materials,Other Precious Metals & Mining,Canada,986775872.0,yfinance,complete
stock:ASMB,ASMB,stock,Healthcare,Biotechnology,United States,506330720.0,yfinance,complete
stock:ASML,ASML,stock,Technology,Semiconductor Equipment & Materials,Netherlands,674898247680.0,yfinance,complete
stock:ASO,ASO,stock,Consumer Cyclical,Specialty Retail,United States,2888815872.0,yfinance,complete
stock:ASPN,ASPN,stock,Industrials,Building Products & Equipment,United States,387037728.0,yfinance,complete
stock:ASPS,ASPS,stock,Real Estate,Real Estate Services,Luxembourg,65417908.0,yfinance,complete
stock:ASR,ASR,stock,Industrials,Airports & Air Services,Mexico,8041387008.0,yfinance,complete
stock:ASST,ASST,stock,Financial Services,Asset Management,United States,961368000.0,yfinance,complete
stock:ASTC,ASTC,stock,Technology,Scientific & Technical Instruments,United States,14465160.0,yfinance,complete
stock:ASTH,ASTH,stock,Healthcare,Medical Care Facilities,United States,1998707584.0,yfinance,complete
stock:ASTI,ASTI,stock,Technology,Solar,United States,28958472.0,yfinance,complete
stock:ASTS,ASTS,stock,Technology,Communication Equipment,United States,21812600832.0,yfinance,complete
stock:ATAI,ATAI,stock,Healthcare,Biotechnology,United States,2656272640.0,yfinance,complete
stock:ATCX,ATCX,stock,,,,14942364.0,yfinance,partial
stock:ATEC,ATEC,stock,Healthcare,Medical Devices,United States,1270299776.0,yfinance,complete
stock:ATER,ATER,stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,4350613.0,yfinance,complete
stock:ATHR,ATHR,stock,Technology,Software - Application,United States,50522076.0,yfinance,complete
stock:ATII,ATII,stock,Financial Services,Shell Companies,United States,316169152.0,yfinance,complete
stock:ATKR,ATKR,stock,Industrials,Electrical Equipment & Parts,United States,2587585280.0,yfinance,complete
stock:ATLCL,ATLCL,stock,,,,,yfinance,unavailable
stock:ATLCZ,ATLCZ,stock,,,,,yfinance,unavailable
stock:ATLX,ATLX,stock,Basic Materials,Other Industrial Metals & Mining,Brazil,82279576.0,yfinance,complete
stock:ATMP,ATMP,stock,,,,,yfinance,unavailable
stock:ATMU,ATMU,stock,Consumer Cyclical,Auto Parts,United States,4374375424.0,yfinance,complete
stock:ATNI,ATNI,stock,Communication Services,Telecom Services,United States,360681024.0,yfinance,complete
stock:ATOM,ATOM,stock,Technology,Semiconductor Equipment & Materials,United States,200551456.0,yfinance,complete
stock:ATRC,ATRC,stock,Healthcare,Medical Instruments & Supplies,United States,1774459520.0,yfinance,complete
stock:ATS,ATS,stock,Industrials,Specialty Industrial Machinery,Canada,2562928640.0,yfinance,complete
stock:ATXG,ATXG,stock,Industrials,Integrated Freight & Logistics,China,3816309.0,yfinance,complete
stock:ATYR,ATYR,stock,Healthcare,Biotechnology,United States,46407640.0,yfinance,complete
stock:AU,AU,stock,Basic Materials,Gold,United States,40292794368.0,yfinance,complete
stock:AUB,AUB,stock,Financial Services,Banks - Regional,United States,5993457152.0,yfinance,complete
stock:AUC,AUC,stock,Financial Services,Capital Markets,United States,82403848.0,yfinance,complete
stock:AUST,AUST,stock,Basic Materials,Gold,Canada,13008351.0,yfinance,complete
stock:AVA,AVA,stock,Utilities,Utilities - Diversified,United States,3474946048.0,yfinance,complete
stock:AVAH,AVAH,stock,Healthcare,Medical Care Facilities,United States,2057786624.0,yfinance,complete
stock:AVAV,AVAV,stock,Industrials,Aerospace & Defense,United States,7566406656.0,yfinance,complete
stock:AVBH,AVBH,stock,Financial Services,Banks - Regional,United States,349031616.0,yfinance,complete
stock:AVBP,AVBP,stock,Healthcare,Biotechnology,United States,1477822464.0,yfinance,complete
stock:AVEX,AVEX,stock,Industrials,Aerospace & Defense,United States,806961024.0,yfinance,complete
stock:AVLN,AVLN,stock,Healthcare,Biotechnology,United States,1239110016.0,yfinance,complete
stock:AVNS,AVNS,stock,Healthcare,Medical Devices,United States,1170726912.0,yfinance,complete
stock:AVNT,AVNT,stock,Basic Materials,Specialty Chemicals,United States,3448302080.0,yfinance,complete
stock:AVNW,AVNW,stock,Technology,Communication Equipment,United States,262024128.0,yfinance,complete
stock:AVPT,AVPT,stock,Technology,Software - Infrastructure,United States,2595090432.0,yfinance,complete
stock:AVT,AVT,stock,Technology,Electronics & Computer Distribution,United States,7334593024.0,yfinance,complete
stock:AVTR,AVTR,stock,Healthcare,Medical Instruments & Supplies,United States,7810721280.0,yfinance,complete
stock:AVX,AVX,stock,Technology,Software - Infrastructure,United States,25839342.0,yfinance,complete
stock:AVY,AVY,stock,Consumer Cyclical,Packaging & Containers,United States,12307302400.0,yfinance,complete
stock:AWF,AWF,stock,Financial Services,Asset Management,United States,867470592.0,yfinance,complete
stock:AWI,AWI,stock,Industrials,Building Products & Equipment,United States,6858915840.0,yfinance,complete
stock:AWX,AWX,stock,Industrials,Waste Management,United States,10060145.0,yfinance,complete
stock:AX,AX,stock,Financial Services,Banks - Regional,United States,5451254784.0,yfinance,complete
stock:AXG,AXG,stock,Financial Services,Capital Markets,Hong Kong,601834112.0,yfinance,complete
stock:AXON,AXON,stock,Industrials,Aerospace & Defense,United States,40489648128.0,yfinance,complete
stock:AXP,AXP,stock,Financial Services,Credit Services,United States,222554439680.0,yfinance,complete
stock:AXR,AXR,stock,Real Estate,Real Estate - Development,United States,134805104.0,yfinance,complete
stock:AXS,AXS,stock,Financial Services,Insurance - Specialty,Bermuda,8588756480.0,yfinance,complete
stock:AXSM,AXSM,stock,Healthcare,Biotechnology,United States,12401804288.0,yfinance,complete
stock:AYA,AYA,stock,Basic Materials,Silver,Canada,2823990016.0,yfinance,complete
stock:AYTU,AYTU,stock,Healthcare,Drug Manufacturers - Specialty & Generic,United States,23183730.0,yfinance,complete
stock:AZ,AZ,stock,Technology,Software - Application,Canada,248934800.0,yfinance,complete
stock:AZIO,AZIO,stock,Technology,Software - Infrastructure,United States,25703086.0,yfinance,complete
stock:AZN,AZN,stock,Healthcare,Drug Manufacturers - General,United Kingdom,262501416960.0,yfinance,complete
stock:AZO,AZO,stock,Consumer Cyclical,Auto Parts,United States,48280768512.0,yfinance,complete
stock:AZZ,AZZ,stock,Industrials,Specialty Business Services,United States,4504719872.0,yfinance,complete
stock:B,B,stock,Basic Materials,Gold,Canada,62327672832.0,yfinance,complete
stock:BA,BA,stock,Industrials,Aerospace & Defense,United States,165165105152.0,yfinance,complete
stock:BAC,BAC,stock,Financial Services,Banks - Diversified,United States,440343461888.0,yfinance,complete
stock:BAER,BAER,stock,Industrials,Security & Protection Services,United States,106629632.0,yfinance,complete
stock:BALY,BALY,stock,Consumer Cyclical,Resorts & Casinos,United States,671577472.0,yfinance,complete
stock:BAM,BAM,stock,Financial Services,Asset Management,United States,74011049984.0,yfinance,complete
stock:BAND,BAND,stock,Technology,Software - Infrastructure,United States,1914635008.0,yfinance,complete
stock:BANF,BANF,stock,Financial Services,Banks - Regional,United States,3915501056.0,yfinance,complete
stock:BANL,BANL,stock,Energy,Oil & Gas Midstream,Malaysia,10599208.0,yfinance,complete
stock:BANX,BANX,stock,Financial Services,Asset Management,United States,190324800.0,yfinance,complete
stock:BAOS,BAOS,stock,Communication Services,Advertising Agencies,China,1795349.0,yfinance,complete
stock:BAR,BAR,stock,,,,,yfinance,unavailable
stock:BARK,BARK,stock,Consumer Cyclical,Specialty Retail,United States,74827656.0,yfinance,complete
stock:BATL,BATL,stock,Energy,Oil & Gas E&P,United States,35890724.0,yfinance,complete
stock:BATRA,BATRA,stock,Communication Services,Entertainment,United States,3530476032.0,yfinance,complete
stock:BATRK,BATRK,stock,Communication Services,Entertainment,United States,3225151232.0,yfinance,complete
stock:BBAI,BBAI,stock,Technology,Information Technology Services,United States,1321900416.0,yfinance,complete
stock:BBAR,BBAR,stock,Financial Services,Banks - Regional,Argentina,3851904000.0,yfinance,complete
stock:BBBY,BBBY,stock,,,,472510784.0,yfinance,partial
stock:BBCQ,BBCQ,stock,Financial Services,Shell Companies,United States,392916640.0,yfinance,complete
stock:BBDC,BBDC,stock,Financial Services,Asset Management,United States,861737600.0,yfinance,complete
stock:BBGI,BBGI,stock,Communication Services,Broadcasting,United States,37138944.0,yfinance,complete
stock:BBLG,BBLG,stock,Healthcare,Biotechnology,United States,1920928.0,yfinance,complete
stock:BBOT,BBOT,stock,Healthcare,Biotechnology,United States,706544640.0,yfinance,complete
stock:BBSI,BBSI,stock,Industrials,Staffing & Employment Services,United States,976123200.0,yfinance,complete
stock:BBT,BBT,stock,Financial Services,Banks - Regional,United States,2526216960.0,yfinance,complete
stock:BBUC,BBUC,stock,Industrials,Conglomerates,Bermuda,6423986176.0,yfinance,complete
stock:BBW,BBW,stock,Consumer Cyclical,Specialty Retail,United States,422511840.0,yfinance,complete
stock:BC,BC,stock,Consumer Cyclical,Recreational Vehicles,United States,5192757248.0,yfinance,complete
stock:BCAB,BCAB,stock,Healthcare,Biotechnology,United States,5592697.0,yfinance,complete
stock:BCAR,BCAR,stock,Financial Services,Shell Companies,United States,426420000.0,yfinance,complete
stock:BCAX,BCAX,stock,Healthcare,Biotechnology,United States,1775318400.0,yfinance,complete
stock:BCBP,BCBP,stock,Financial Services,Banks - Regional,United States,176062400.0,yfinance,complete
stock:BCH,BCH,stock,Financial Services,Banks - Regional,Chile,20567078912.0,yfinance,complete
stock:BCHT,BCHT,stock,Industrials,Pollution & Treatment Controls,United States,36828352.0,yfinance,complete
stock:BCIC,BCIC,stock,Financial Services,Asset Management,United States,86889920.0,yfinance,complete
stock:BCML,BCML,stock,Financial Services,Banks - Regional,United States,345825344.0,yfinance,complete
stock:BCO,BCO,stock,Industrials,Security & Protection Services,United States,5024085504.0,yfinance,complete
stock:BCRX,BCRX,stock,Healthcare,Drug Manufacturers - Specialty & Generic,United States,2373879296.0,yfinance,complete
stock:BCSF,BCSF,stock,Financial Services,Asset Management,United States,801774720.0,yfinance,complete
stock:BCSS,BCSS,stock,Financial Services,Shell Companies,United States,597140032.0,yfinance,complete
stock:BCV,BCV,stock,Financial Services,Asset Management,United States,136467168.0,yfinance,complete
stock:BDC,BDC,stock,Technology,Communication Equipment,United States,4001889536.0,yfinance,complete
stock:BDCI,BDCI,stock,Financial Services,Shell Companies,United States,350246400.0,yfinance,complete
stock:BDCZ,BDCZ,stock,,,,,yfinance,unavailable
stock:BDL,BDL,stock,Consumer Cyclical,Restaurants,United States,73305032.0,yfinance,complete
stock:BDN,BDN,stock,Real Estate,REIT - Office,United States,550666560.0,yfinance,complete
stock:BDTX,BDTX,stock,Healthcare,Biotechnology,United States,100851128.0,yfinance,complete
stock:BDX,BDX,stock,Healthcare,Medical Instruments & Supplies,United States,43083501568.0,yfinance,complete
stock:BEAG,BEAG,stock,Financial Services,Shell Companies,United States,334166208.0,yfinance,complete
stock:BEAM,BEAM,stock,Healthcare,Biotechnology,United States,2582268416.0,yfinance,complete
stock:BEEM,BEEM,stock,Technology,Solar,United States,22423602.0,yfinance,complete
stock:BEEP,BEEP,stock,Industrials,Infrastructure Operations,United States,71262960.0,yfinance,complete
stock:BENF,BENF,stock,Financial Services,Asset Management,United States,47087820.0,yfinance,complete
stock:BEPC,BEPC,stock,Utilities,Utilities - Renewable,United States,6115254272.0,yfinance,complete
stock:BEPH,BEPH,stock,,,,,yfinance,unavailable
stock:BEPI,BEPI,stock,,,,,yfinance,unavailable
stock:BEPJ,BEPJ,stock,,,,,yfinance,unavailable
stock:BETA,BETA,stock,Industrials,Aerospace & Defense,United States,4356878848.0,yfinance,complete
stock:BETR,BETR,stock,Financial Services,Mortgage Finance,United States,411550848.0,yfinance,complete
stock:BFC,BFC,stock,Financial Services,Banks - Regional,United States,1670829952.0,yfinance,complete
stock:BFH,BFH,stock,Financial Services,Credit Services,United States,4214860800.0,yfinance,complete
stock:BFRI,BFRI,stock,Healthcare,Drug Manufacturers - Specialty & Generic,United States,13955645.0,yfinance,complete
stock:BFS,BFS,stock,Real Estate,REIT - Retail,United States,1232660096.0,yfinance,complete
stock:BFST,BFST,stock,Financial Services,Banks - Regional,United States,1018245504.0,yfinance,complete
stock:BG,BG,stock,Consumer Defensive,Farm Products,United States,23579021312.0,yfinance,complete
stock:BGB,BGB,stock,Financial Services,Asset Management,United States,500401888.0,yfinance,complete
stock:BGC,BGC,stock,Financial Services,Capital Markets,United States,5581009920.0,yfinance,complete
stock:BGH,BGH,stock,Financial Services,Asset Management,United States,280551296.0,yfinance,complete
stock:BGIN,BGIN,stock,Technology,Computer Hardware,Singapore,226271888.0,yfinance,complete
stock:BGL,BGL,stock,Basic Materials,Gold,Cayman Islands,9006759.0,yfinance,complete
stock:BGM,BGM,stock,Healthcare,Drug Manufacturers - Specialty & Generic,China,116060584.0,yfinance,complete
stock:BGMS,BGMS,stock,Healthcare,Biotechnology,Malaysia,5050302.0,yfinance,complete
stock:BGS,BGS,stock,Consumer Defensive,Packaged Foods,United States,284896160.0,yfinance,complete
stock:BGX,BGX,stock,Financial Services,Asset Management,United States,135343120.0,yfinance,complete
stock:BH.A,BH.A,stock,,,,,yfinance,unavailable
stock:BHC,BHC,stock,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1654497024.0,yfinance,complete
stock:BHE,BHE,stock,Technology,Electronic Components,United States,2909627648.0,yfinance,complete
stock:BHM,BHM,stock,Real Estate,REIT - Residential,United States,95928936.0,yfinance,complete
stock:BHR,BHR,stock,Real Estate,REIT - Hotel & Motel,United States,164871312.0,yfinance,complete
stock:BHRB,BHRB,stock,Financial Services,Banks - Regional,United States,1419956864.0,yfinance,complete
stock:BHV,BHV,stock,Financial Services,Asset Management,United States,19902112.0,yfinance,complete
stock:BIAF,BIAF,stock,Healthcare,Diagnostics & Research,United States,4146192.0,yfinance,complete
stock:BILL,BILL,stock,Technology,Software - Application,United States,4333453312.0,yfinance,complete
stock:BIO,BIO,stock,Healthcare,Medical Devices,United States,8415451648.0,yfinance,complete
stock:BIPC,BIPC,stock,Utilities,Utilities - Regulated Gas,United States,5111492608.0,yfinance,complete
stock:BIPI,BIPI,stock,,,,,yfinance,unavailable
stock:BIPJ,BIPJ,stock,,,,,yfinance,unavailable
stock:BIRD,BIRD,stock,Consumer Cyclical,Apparel Retail,United States,21662886.0,yfinance,complete
stock:BIT,BIT,stock,Financial Services,Asset Management,United States,695594368.0,yfinance,complete
stock:BIXI,BIXI,stock,Financial Services,Shell Companies,United States,301334368.0,yfinance,complete
stock:BJ,BJ,stock,Consumer Defensive,Discount Stores,United States,11867879424.0,yfinance,complete
stock:BJDX,BJDX,stock,Healthcare,Medical Devices,United States,1065756.0,yfinance,complete
stock:BKD,BKD,stock,Healthcare,Medical Care Facilities,United States,3618103552.0,yfinance,complete
stock:BKE,BKE,stock,Consumer Cyclical,Apparel Retail,United States,2187973376.0,yfinance,complete
stock:BKKT,BKKT,stock,Technology,Software - Infrastructure,United States,332619520.0,yfinance,complete
stock:BKNG,BKNG,stock,Consumer Cyclical,Travel Services,United States,137509945344.0,yfinance,complete
stock:BKR,BKR,stock,Energy,Oil & Gas Equipment & Services,United States,56795930624.0,yfinance,complete
stock:BKSY,BKSY,stock,Industrials,Specialty Business Services,United States,800441664.0,yfinance,complete
stock:BKTI,BKTI,stock,Technology,Communication Equipment,United States,291710464.0,yfinance,complete
stock:BKYI,BKYI,stock,Industrials,Security & Protection Services,United States,4933938.0,yfinance,complete
stock:BL,BL,stock,Technology,Software - Application,United States,1685914752.0,yfinance,complete
stock:BLBD,BLBD,stock,Industrials,Farm & Heavy Construction Machinery,United States,2411469824.0,yfinance,complete
stock:BLDP,BLDP,stock,Industrials,Electrical Equipment & Parts,Canada,874279936.0,yfinance,complete
stock:BLDR,BLDR,stock,Industrials,Building Products & Equipment,United States,7836812288.0,yfinance,complete
stock:BLFS,BLFS,stock,Healthcare,Medical Instruments & Supplies,United States,1464745344.0,yfinance,complete
stock:BLKB,BLKB,stock,Technology,Software - Application,United States,1502439040.0,yfinance,complete
stock:BLLN,BLLN,stock,Healthcare,Diagnostics & Research,United States,5799110656.0,yfinance,complete
stock:BLMN,BLMN,stock,Consumer Cyclical,Restaurants,United States,679777472.0,yfinance,complete
stock:BLND,BLND,stock,Technology,Software - Application,United States,409177152.0,yfinance,complete
stock:BLX,BLX,stock,Financial Services,Banks - Regional,Panama,2220409600.0,yfinance,complete
stock:BLZR,BLZR,stock,Financial Services,Shell Companies,United States,348390624.0,yfinance,complete
stock:BMA,BMA,stock,Financial Services,Banks - Regional,Argentina,5697607168.0,yfinance,complete
stock:BMBL,BMBL,stock,Communication Services,Internet Content & Information,United States,426219712.0,yfinance,complete
stock:BMGL,BMGL,stock,Healthcare,Medical Care Facilities,Singapore,9064129.0,yfinance,complete
stock:BMHL,BMHL,stock,Financial Services,Capital Markets,Hong Kong,143678432.0,yfinance,complete
stock:BMM,BMM,stock,Basic Materials,Other Industrial Metals & Mining,Canada,559968448.0,yfinance,complete
stock:BMNR,BMNR,stock,Financial Services,Capital Markets,United States,9524943872.0,yfinance,complete
stock:BMO,BMO,stock,Financial Services,Banks - Diversified,Canada,124513067008.0,yfinance,complete
stock:BMR,BMR,stock,Technology,Software - Application,Israel,19257020.0,yfinance,complete
stock:BMRA,BMRA,stock,Healthcare,Medical Devices,United States,4898076.0,yfinance,complete
stock:BMRC,BMRC,stock,Financial Services,Banks - Regional,United States,465777888.0,yfinance,complete
stock:BMRN,BMRN,stock,Healthcare,Biotechnology,United States,11467566080.0,yfinance,complete
stock:BMY,BMY,stock,Healthcare,Drug Manufacturers - General,United States,126792204288.0,yfinance,complete
stock:BN,BN,stock,Financial Services,Asset Management,Canada,93073924096.0,yfinance,complete
stock:BNAI,BNAI,stock,Technology,Software - Infrastructure,United States,75565712.0,yfinance,complete
stock:BNED,BNED,stock,Consumer Cyclical,Specialty Retail,United States,411563264.0,yfinance,complete
stock:BNH,BNH,stock,,,,,yfinance,unavailable
stock:BNJ,BNJ,stock,,,,,yfinance,unavailable
stock:BNKK,BNKK,stock,Financial Services,Asset Management,United States,8961053.0,yfinance,complete
stock:BNL,BNL,stock,Real Estate,REIT - Diversified,United States,4473398784.0,yfinance,complete
stock:BNZI,BNZI,stock,Technology,Software - Application,United States,7291695.0,yfinance,complete
stock:BOBS,BOBS,stock,Consumer Cyclical,Specialty Retail,United States,1973781248.0,yfinance,complete
stock:BOC,BOC,stock,Industrials,Conglomerates,United States,429352256.0,yfinance,complete
stock:BOE,BOE,stock,Financial Services,Asset Management,United States,662197440.0,yfinance,complete
stock:BOF,BOF,stock,Consumer Defensive,Packaged Foods,United States,60498320.0,yfinance,complete
stock:BOKF,BOKF,stock,Financial Services,Banks - Regional,United States,8644931584.0,yfinance,complete
stock:BOLD,BOLD,stock,Healthcare,Biotechnology,United States,57760172.0,yfinance,complete
stock:BOLT,BOLT,stock,Healthcare,Biotechnology,United States,7359601.0,yfinance,complete
stock:BON,BON,stock,Basic Materials,Specialty Chemicals,China,11594540.0,yfinance,complete
stock:BOOT,BOOT,stock,Consumer Cyclical,Apparel Retail,United States,4549147648.0,yfinance,complete
stock:BOT,BOT,stock,Financial Services,Asset Management,United States,619107648.0,yfinance,complete
stock:BOW,BOW,stock,Financial Services,Insurance - Property & Casualty,United States,1021591296.0,yfinance,complete
stock:BOX,BOX,stock,Technology,Software - Infrastructure,United States,4018831872.0,yfinance,complete
stock:BOXL,BOXL,stock,Technology,Consumer Electronics,United States,2368052.0,yfinance,complete
stock:BP,BP,stock,Energy,Oil & Gas Integrated,United Kingdom,112842203136.0,yfinance,complete
stock:BPOP,BPOP,stock,,,,,yfinance,error
stock:BPRE,BPRE,stock,Financial Services,Asset Management,United States,,yfinance,partial
stock:BQ,BQ,stock,Consumer Cyclical,Specialty Retail,China,6195186.0,yfinance,complete
stock:BRAG,BRAG,stock,Consumer Cyclical,Gambling,Canada,43004948.0,yfinance,complete
stock:BRBR,BRBR,stock,Consumer Defensive,Packaged Foods,United States,1505798144.0,yfinance,complete
stock:BRC,BRC,stock,Industrials,Security & Protection Services,United States,4452158976.0,yfinance,complete
stock:BREZ,BREZ,stock,,,United States,,yfinance,partial
stock:BRID,BRID,stock,Consumer Defensive,Packaged Foods,United States,58364028.0,yfinance,complete
stock:BRK.A,BRK.A,stock,,,,,yfinance,unavailable
stock:BRK.B,BRK.B,stock,,,,,yfinance,unavailable
stock:BRN,BRN,stock,Energy,Oil & Gas E&P,United States,15403250.0,yfinance,complete
stock:BRO,BRO,stock,Financial Services,Insurance Brokers,United States,22933211136.0,yfinance,complete
stock:BROS,BROS,stock,Consumer Cyclical,Restaurants,United States,11179738112.0,yfinance,complete
stock:BRR,BRR,stock,Financial Services,Capital Markets,United States,161220864.0,yfinance,complete
stock:BRT,BRT,stock,Real Estate,REIT - Residential,United States,282146560.0,yfinance,complete
stock:BSAC,BSAC,stock,Financial Services,Banks - Regional,Chile,15768230912.0,yfinance,complete
stock:BSBK,BSBK,stock,Financial Services,Banks - Regional,United States,116203776.0,yfinance,complete
stock:BSET,BSET,stock,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,168749664.0,yfinance,complete
stock:BSL,BSL,stock,Financial Services,Asset Management,United States,168347808.0,yfinance,complete
stock:BSVN,BSVN,stock,Financial Services,Banks - Regional,United States,470635968.0,yfinance,complete
stock:BSX,BSX,stock,Healthcare,Medical Devices,United States,65771216896.0,yfinance,complete
stock:BTAI,BTAI,stock,Healthcare,Drug Manufacturers - Specialty & Generic,United States,26168770.0,yfinance,complete
stock:BTBD,BTBD,stock,Consumer Cyclical,Restaurants,United States,6926891.0,yfinance,complete
stock:BTDR,BTDR,stock,Technology,Software - Application,Singapore,2812705792.0,yfinance,complete
stock:BTE,BTE,stock,Energy,Oil & Gas E&P,Canada,3078404096.0,yfinance,complete
stock:BTG,BTG,stock,Basic Materials,Gold,Canada,5156456448.0,yfinance,complete
stock:BTI,BTI,stock,Consumer Defensive,Tobacco,United Kingdom,131524968448.0,yfinance,complete
stock:BTMD,BTMD,stock,Healthcare,Medical Care Facilities,United States,81061024.0,yfinance,complete
stock:BTOC,BTOC,stock,Industrials,Integrated Freight & Logistics,United States,11615251.0,yfinance,complete
stock:BTT,BTT,stock,Financial Services,Asset Management,United States,1427754240.0,yfinance,complete
stock:BTU,BTU,stock,Energy,Thermal Coal,United States,2777815808.0,yfinance,complete
stock:BTX,BTX,stock,Financial Services,Asset Management,United States,957024384.0,yfinance,complete
stock:BUD,BUD,stock,Consumer Defensive,Beverages - Brewers,Belgium,157732552704.0,yfinance,complete
stock:BULL,BULL,stock,Technology,Software - Application,United States,3983321600.0,yfinance,complete
stock:BUR,BUR,stock,Financial Services,Asset Management,Guernsey,906946944.0,yfinance,complete
stock:BUSE,BUSE,stock,Financial Services,Banks - Regional,United States,2524628224.0,yfinance,complete
stock:BVC,BVC,stock,Technology,Software - Application,Hong Kong,1758960000.0,yfinance,complete
stock:BVFL,BVFL,stock,Financial Services,Banks - Regional,United States,177335600.0,yfinance,complete
stock:BVN,BVN,stock,Basic Materials,Other Precious Metals & Mining,Peru,7850734080.0,yfinance,complete
stock:BWA,BWA,stock,Consumer Cyclical,Auto Parts,United States,13207351296.0,yfinance,complete
stock:BWB,BWB,stock,Financial Services,Banks - Regional,United States,579363648.0,yfinance,complete
stock:BWFG,BWFG,stock,Financial Services,Banks - Regional,United States,496011520.0,yfinance,complete
stock:BWIN,BWIN,stock,Financial Services,Insurance Brokers,United States,2580558848.0,yfinance,complete
stock:BWMN,BWMN,stock,Industrials,Engineering & Construction,United States,454413248.0,yfinance,complete
stock:BWMX,BWMX,stock,Consumer Cyclical,Specialty Retail,Mexico,623090752.0,yfinance,complete
stock:BWNB,BWNB,stock,,,,,yfinance,unavailable
stock:BWXT,BWXT,stock,Industrials,Aerospace & Defense,United States,15988588544.0,yfinance,complete
stock:BX,BX,stock,Financial Services,Asset Management,United States,161798963200.0,yfinance,complete
stock:BXBL,BXBL,stock,Consumer Cyclical,Residential Construction,United States,1733845504.0,yfinance,complete
